Institution,Longitude,Latitude
Colorado Mesa University,-108.553275,39.080643
Metropolitan State University of Denver,-105.00504,39.744202
Morgan Community College,-103.771822,40.258792
Naropa University,-105.26698700000001,40.014235
National American University-Colorado Springs,-104.79095699999999,38.952175
Nazarene Bible College,-104.751176,38.814671000000004
Northeastern Junior College,-103.19732900000001,40.637215000000005
University of Northern Colorado,-104.692777,40.410855
Otero Junior College,-103.544874,37.969984000000004
Altierus Career College-Thornton,-104.985441,39.86156
Pikes Peak Community College,-104.787261,38.764287
IBMC College,-104.814251,38.93098
Pueblo Community College,-104.636258,38.262124
Red Rocks Community College,-105.150094,39.720277
Regis University,-105.03075600000001,39.788175
Rocky Mountain College of Art and Design,-105.069911,39.743320000000004
Montessori Education Center of the Rockies,-105.241331,40.019673
Colorado State University-Pueblo,-104.579033,38.30859
Pickens Technical College,-104.789683,39.723704999999995
Intellitec College-Colorado Springs,-104.78721,38.832183
Intellitec College-Grand Junction,-108.53062,39.116346
Trinidad State Junior College,-104.513451,37.172059000000004
University of Colorado System Office,-104.983277,39.74521
United States Air Force Academy,-104.89135800000001,39.010957
Empire Beauty School-Thornton,-104.94357,39.915253
Western State Colorado University,-106.91843899999999,38.549436
Albertus Magnus College,-72.92384799999999,41.332519
Paul Mitchell the School-Danbury,-73.451841,41.39648
Asnuntuck Community College,-72.570177,41.998409
Bais Binyomin Academy,-74.07888100000001,41.123002
Branford Hall Career Institute-Branford Campus,-72.848201,41.278557
Lincoln College of New England-Southington,-72.92021700000001,41.632345
University of Bridgeport,-73.190166,41.164741
Central Connecticut State University,-72.765991,41.692502000000005
Charter Oak State College,-72.767972,41.688246
Connecticut Center for Massage Therapy-Newington,-72.710705,41.685072
Connecticut College,-72.107321,41.379833000000005
Porter and Chester Institute of Branford,-72.85489799999999,41.277311
University of Connecticut,-72.249948,41.809098
Goodwin College,-72.64031999999999,41.742977
Lincoln Technical Institute-East Windsor,-72.596915,41.924248
Eastern Connecticut State University,-72.218753,41.721672999999996
Fairfield University,-73.255903,41.157672999999996
Paul Mitchell the School-North Haven,-72.85745,41.394495
Capital Community College,-72.67273399999999,41.768397
Rensselaer at Hartford,-72.673916,41.773462
American Institute-West Hartford,-72.725762,41.727016
Hartford Seminary,-72.707766,41.769861
University of Hartford,-72.715213,41.798590999999995
Holy Apostles College and Seminary,-72.647853,41.60682
Housatonic Community College,-73.19100300000001,41.175228000000004
Manchester Community College,-72.561939,41.761625
Naugatuck Valley Community College,-73.072963,41.549749
Middlesex Community College,-72.611838,41.539516
Mitchell College,-72.09523,41.328013
Three Rivers Community College,-72.103039,41.509945
Lincoln Technical Institute-New Britain,-72.754498,41.659236
New England Tractor Trailer Training School of Connecticut,-72.450218,41.979699
University of New Haven,-72.961472,41.291314
Ridley-Lowell Business & Technical Institute-New London,-72.100514,41.349947
Norwalk Community College,-73.450965,41.102574
Northwestern Connecticut Community College,-73.058734,41.920668
Paier College of Art Inc,-72.935048,41.347714
Porter and Chester Institute of Stratford,-73.149023,41.169646
Post University,-73.081497,41.535548999999996
Quinebaug Valley Community College,-71.889673,41.826229999999995
Quinnipiac University,-72.89411700000001,41.418915000000005
Sacred Heart University,-73.243332,41.220893
University of Saint Joseph,-72.72965,41.781040999999995
Gateway Community College,-72.92768199999999,41.303785
St Vincent's College,-73.20110600000001,41.201198
Southern Connecticut State University,-72.947897,41.333225
Stone Academy-West Haven,-72.976966,41.267503000000005
Tri-State College of Acupuncture,-74.002085,40.739862
Trinity College,-72.69088199999999,41.747451
Tunxis Community College,-72.87754,41.705498
United States Coast Guard Academy,-72.10158299999999,41.375823
Wesleyan University,-72.657146,41.554665
Western Connecticut State University,-73.444264,41.400365
Yale-New Haven Hospital Dietetic Internship,-72.935579,41.304214
Yale University,-72.926688,41.311158
Margaret H Rollins School of Nursing at Beebe Medical Center,-75.142864,38.771565
Dawn Career Institute LLC,-75.595458,39.754608000000005
Delaware Technical Community College-Central Office,-75.5582,39.20109
Delaware Technical Community College-Terry,-75.56012,39.198371
Delaware State University,-75.54053,39.187173
University of Delaware,-75.752822,39.679577
Goldey-Beacom College,-75.689624,39.741501
Schilling-Douglas School of Hair Design LLC,-75.74178,39.711442
Wesley College,-75.527716,39.163182
Wilmington University,-75.586998,39.682299
American University,-77.088875,38.936005
Catholic University of America,-76.99790899999999,38.933651
University of the District of Columbia,-77.066247,38.943819
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,-76.998724,38.931652
Gallaudet University,-76.993675,38.907371000000005
George Washington University,-77.048363,38.899229999999996
Georgetown University,-77.073463,38.908809000000005
Howard University,-77.018966,38.922391999999995
Strayer University-District of Columbia,-77.034133,38.904881
National Conservatory of Dramatic Arts,-77.065095,38.910024
Trinity Washington University,-77.004261,38.927398
Wesley Theological Seminary,-77.08995999999999,38.939606
Wyotech-Daytona,-81.13308599999999,29.349365000000002
The Art Institute of Fort Lauderdale,-80.123514,26.101096
Atlantic Technical College,-80.19227099999999,26.24278
The Baptist College of Florida,-85.50393100000001,30.962708000000003
Barry University,-80.198925,25.878908
Bethune-Cookman University,-81.032946,29.207195000000002
Lynn University,-80.12280600000001,26.385984999999998
Bradford-Union Technical Center,-82.117224,29.952308000000002
Eastern Florida State College,-80.756474,28.383609999999997
Broward College,-80.14183,26.119422
Carlos Albizu University-Miami,-80.35631500000001,25.794178
College of Central Florida,-82.175692,29.166078999999996
Johnson University Florida,-81.36305300000001,28.302546999999997
University of Central Florida,-81.200889,28.602159000000004
Charlotte Technical College,-82.147238,27.005558
Chipola College,-85.23139,30.789228
Lorenzo Walker Technical College,-81.763568,26.141141
Daytona State College,-81.049685,29.203275
South University-West Palm Beach,-80.20021899999999,26.69215
Eckerd College,-82.687043,27.715798
Florida SouthWestern State College,-81.887102,26.552403
Edward Waters College,-81.68487900000001,30.344790000000003
Embry-Riddle Aeronautical University-Daytona Beach,-81.048367,29.189903
Florida Agricultural and Mechanical University,-84.290226,30.428503999999997
Florida Atlantic University,-80.10297800000001,26.372421000000003
Florida State College at Jacksonville,-81.659901,30.334918
Flagler College-St Augustine,-81.314887,29.892733000000003
Florida College,-82.383289,28.034936
Concorde Career Institute-Jacksonville,-81.581748,30.23886
Concorde Career Institute-Miramar,-80.291516,25.977088000000002
Concorde Career Institute-Tampa,-82.514341,27.959148
Adventist University of Health Sciences,-81.367687,28.576141999999997
Florida Institute of Technology,-80.622893,28.065815
Florida Institute of Ultrasound Inc,-87.220895,30.524582000000002
Florida International University,-80.373928,25.75732
Florida Keys Community College,-81.74446,24.582748000000002
Florida Memorial University,-80.270753,25.918278
Florida Career College-Miami,-80.36778000000001,25.756567
Florida School of Massage,-82.338273,29.593428000000003
Florida Southern College,-81.948203,28.032443
Florida State University,-84.291921,30.440756
Florida Technical College,-81.196503,28.573275
University of Florida,-82.347911,29.646290000000004
Everest University-Pompano Beach,-80.103237,26.233874
Fort Pierce Beauty Academy,-80.325377,27.411962
Full Sail University,-81.301286,28.596546000000004
George Stone Technical Center,-87.29065899999999,30.487546999999996
George T Baker Aviation Technical College,-80.263591,25.804092
Gulf Coast State College,-85.727918,30.185541999999998
Key College,-80.114145,26.138855
Hillsborough Community College,-82.456253,27.934888
Hobe Sound Bible College,-80.13184,27.066304
Hollywood Institute of Beauty Careers,-80.209125,26.007139000000002
Cortiva Institute-Florida,-82.680031,27.793546999999997
Indian River State College,-80.358682,27.424159999999997
Sanford-Brown College-Tampa,-82.504615,27.953202
International Academy,-80.997811,29.162159000000003
AI Miami International University of Art and Design,-80.18839,25.790008
ITT Technical Institute-Tampa,-82.547618,27.982416999999998
Jacksonville University,-81.60458,30.353227
Jones College-Jacksonville,-81.610068,30.328002
Keiser University-Ft Lauderdale,-80.16395899999999,26.185869
La Belle Beauty School,-80.312711,25.86695
Florida Gateway College,-82.5679,30.175297999999998
Lake Technical College,-81.690874,28.833446000000002
Lake-Sumter State College,-81.79719300000001,28.828649
Fort Myers Technical College,-81.836596,26.647516999999997
Lively Technical Center,-84.339057,30.448534000000002
Lindsey Hopkins Technical College,-80.20815400000001,25.794676000000003
Loraines Academy & Spa,-82.713964,27.783077000000002
Luther Rice College & Seminary,-84.12317900000001,33.698126
State College of Florida-Manatee-Sarasota,-82.590887,27.43804
Manatee Technical College,-82.481088,27.447894
Traviss Technical College,-81.892381,27.995821999999997
Merryfield School of Pet Grooming,-80.129991,26.19044
Trinity International University-Florida,-80.350735,25.973916
Miami Lakes Educational Center and Technical College,-80.29513,25.916128
Miami Dade College,-80.19085600000001,25.777717000000003
University of Miami,-80.278662,25.72126
Orange Technical College-Mid Florida Campus,-81.41599599999999,28.471695
Beauty Schools of America-Miami,-80.304459,25.759918
Lincoln College of Technology-West Palm Beach,-80.092489,26.756086
Paul Mitchell the School-Jacksonville,-81.52751500000001,30.259433
North Florida Community College,-83.420732,30.473840999999997
University of North Florida,-81.50914399999999,30.27194
Nova Southeastern University,-80.24248,26.079337
Northwest Florida State College,-86.47456,30.540017
Everest University-North Orlando,-81.387438,28.610884000000002
Orange Technical College-Orlando Campus,-81.383783,28.550421999999998
Palm Beach Atlantic University,-80.05247,26.7044
Palm Beach State College,-80.08653000000001,26.61256
Pasco-Hernando State College,-82.646727,28.2751
Pensacola State College,-87.200265,30.479267
Pinellas Technical College-Clearwater,-82.719064,27.911921999999997
Polk State College,-81.711873,28.032411
Radford M Locklin Technical Center,-87.09971,30.648077
Saint Vincent de Paul Regional Seminary,-80.125185,26.516538
Ridge Technical College,-81.654463,28.076632
Ringling College of Art and Design,-82.547803,27.360931
Toni & Guy Hairdressing Academy-Jacksonville,-81.586761,30.2196
Robert Morgan Educational Center and Technical College,-80.390054,25.599247000000002
Rollins College,-81.349239,28.592787
First Coast Technical College,-81.34582900000001,29.924377000000003
Saint Leo University,-82.257801,28.336776
St Petersburg College,-82.717331,27.902420000000003
Pinellas Technical College-St. Petersburg,-82.681534,27.761183000000003
Santa Fe College,-82.433143,29.681037
Suncoast Technical College,-82.500827,27.285486
Argosy University-Sarasota,-82.465363,27.351394
Seminole State College of Florida,-81.308003,28.745482
