Institution,Longitude,Latitude
Virginia Western Community College,-79.97313299999999,37.245647999999996
Virginia Commonwealth University,-77.453597,37.547631
University of Virginia-Main Campus,-78.503428,38.035665
Virginia Military Institute,-79.437067,37.7896
Virginia School of Hair Design,-76.346436,37.025306
Virginia University of Lynchburg,-79.15151800000001,37.395134999999996
Virginia State University,-77.419886,37.236453000000004
Virginia Union University,-77.450903,37.562405
Virginia Wesleyan University,-76.18606,36.868417
Washington and Lee University,-79.44301800000001,37.788939
Wilson Workforce and Rehabilitation Center,-78.991262,38.117932
Wytheville Community College,-81.07118100000001,36.95731
Beauty Academy,-120.309607,47.42179
The Art Institute of Seattle,-122.349179,47.612271
Evergreen Beauty and Barber College-Bellevue,-122.152597,47.627410999999995
Bellevue College,-122.15011799999999,47.584014
Bellingham Technical College,-122.51216000000001,48.766189000000004
Big Bend Community College,-119.325678,47.183651
Central Washington University,-120.53836799999999,47.002687
Centralia College,-122.960591,46.715016999999996
City University of Seattle,-122.344594,47.617381
Paul Mitchell the School-Richland,-119.246059,46.226259999999996
Clark College,-122.651257,45.636133
Clover Park Technical College,-122.497873,47.176084
Columbia Basin College,-119.12103,46.252159999999996
Cornish College of the Arts,-122.336238,47.618173999999996
Divers Institute of Technology,-122.34089399999999,47.647402
Eastern Washington University,-117.583808,47.490666999999995
Edmonds Community College,-122.327598,47.816376
Everett Community College,-122.20473600000001,48.006626000000004
Paroba College of Cosmetology,-122.243673,47.907818
The Evergreen State College,-122.977492,47.07382
Pierce College-Fort Steilacoom,-122.570935,47.172082
Glen Dow Academy of Hair Design,-117.416526,47.657719
Gonzaga University,-117.400625,47.666531
Grays Harbor College,-123.803068,46.953881
Green River College,-122.17581899999999,47.313648
Toni & Guy Hairdressing Academy-Shoreline,-122.344548,47.761696
Heritage University,-120.394972,46.3748
Highline College,-122.30306399999999,47.388231
International Air and Hospitality Academy,-122.63975900000001,45.627871
ITT Technical Institute-Seattle,-122.27379099999999,47.490582
ITT Technical Institute-Spokane Valley,-117.22221299999998,47.675302
Bastyr University,-122.25170800000001,47.729935
Gene Juarez Academy of Beauty-Mountlake Terrace,-122.31281399999999,47.779174
Bates Technical College,-122.44683,47.251743
Lake Washington Institute of Technology,-122.16713100000001,47.705077
Lower Columbia College,-122.935928,46.142140000000005
BJ's Beauty & Barber College,-122.223312,47.308073
BJ's Beauty & Barber College,-122.48338500000001,47.208428000000005
North Seattle College,-122.333584,47.698408
Northwest University,-122.19276299999999,47.657945
Olympic College,-122.63511299999999,47.574769
Perry Technical Institute,-120.537976,46.571492
Pacific Lutheran University,-122.440421,47.14516
Peninsula College,-123.412865,48.101295
University of Puget Sound,-122.478982,47.26308
Renton Technical College,-122.176303,47.489206
Saint Martin's University,-122.816354,47.041068
South Seattle College,-122.352672,47.5475
Seattle Central College,-122.32123100000001,47.616748
Seattle Pacific University,-122.361667,47.650214
Seattle University,-122.318851,47.608859
Shoreline Community College,-122.358626,47.747402
Skagit Valley College,-122.30893999999999,48.437194
South Puget Sound Community College,-122.929578,47.023697999999996
Spokane Community College,-117.36006499999999,47.674034000000006
Spokane Falls Community College,-117.46353799999999,47.676741
Stylemaster College of Hair Design,-122.934592,46.136018
Tacoma Community College,-122.52479299999999,47.244622
Walla Walla Community College,-118.276505,46.078557
Walla Walla University,-118.389555,46.048088
Washington State University,-117.15816799999999,46.730447999999996
University of Washington-Seattle Campus,-122.30514,47.65538
Wenatchee Valley College,-120.337198,47.431234
Western Washington University,-122.48573400000001,48.737812
Whatcom Community College,-122.493253,48.7939
Whitman College,-118.331546,46.069815000000006
Whitworth University,-117.41671399999998,47.753358
Yakima Valley College,-120.528525,46.586098
Alderson Broaddus University,-80.047728,39.158066999999996
Appalachian Beauty School,-82.285859,37.669852
Appalachian Bible College,-81.198867,37.853334999999994
B M Spurr School of Practical Nursing,-80.752394,39.946126
Ben Franklin Career Center,-81.75353,38.367234
Bethany College,-80.560056,40.205819
Bluefield State College,-81.239037,37.265732
Cabell County Career Technology Center,-82.37241800000001,38.403244
Charleston School of Beauty Culture,-81.63458299999999,38.349945
University of Charleston,-81.616244,38.333366999999996
Clarksburg Beauty Academy and School of Massage Therapy,-80.339054,39.279875
Concord University,-81.00669599999999,37.423722999999995
Davis & Elkins College,-79.84602199999999,38.931232
Fairmont State University,-80.162433,39.483079
Glenville State College,-80.834295,38.93547
Huntington Junior College,-82.44323399999999,38.419732
James Rumsey Technical Institute,-77.978583,39.5328
Ralph R Willis Career and Technical Center,-81.94289,37.82694
Marshall University,-82.42896400000001,38.422482
Mercer County Technical Education Center,-81.104647,37.360023999999996
Meredith Manor International Equestrian Center,-81.398107,39.298353999999996
Monongalia County Technical Education Center,-79.957275,39.611165
Morgantown Beauty College Inc,-79.954593,39.628865999999995
Mountain State College,-81.548845,39.273787
Opportunities Industrialization Center,-80.144976,39.485033
Ohio Valley University,-81.537808,39.312447
West Virginia University at Parkersburg,-81.506192,39.216378999999996
Potomac State College of West Virginia University,-78.981441,39.438323
Academy of Careers and Technology,-81.165435,37.795299
Salem International University,-80.57176700000001,39.288632
Shepherd University,-77.804101,39.433071000000005
Southern West Virginia Community and Technical College,-82.023014,37.851756
Fred W Eberle Technical Center,-80.225278,39.001908
West Virginia School of Osteopathic Medicine,-80.43782,37.804272999999995
West Virginia State University,-81.765034,38.380541
West Virginia University Hospital Departments of Rad Tech and Nutrition,-79.957959,39.654269
West Liberty University,-80.60225600000001,40.164417
West Virginia University Institute of Technology,-81.184072,37.775923999999996
West Virginia Wesleyan College,-80.218969,38.990660999999996
West Virginia Business College-Wheeling,-80.723663,40.069208
West Virginia Junior College-Charleston,-81.63413,38.348040000000005
West Virginia Junior College-Morgantown,-79.95500600000001,39.63248
International Beauty School 4,-77.965463,39.456357000000004
West Virginia Northern Community College,-80.72126300000001,40.063318
West Virginia University,-79.954391,39.634371
Wheeling Jesuit University,-80.690804,40.070873
Wood County School of Practical Nursing,-81.50573,39.21676
Advanced Institute of Hair Design-Glendale,-87.915088,43.122525
VICI Beauty School,-88.049912,42.969877000000004
Alverno College,-87.965174,42.982842
Madison Area Technical College,-89.32792099999999,43.121829999999996
Bellin College,-87.921722,44.468277
Beloit College,-89.029285,42.504022
Blackhawk Technical College,-89.016254,42.593159
Cardinal Stritch University,-87.90904499999999,43.139752
Carroll University,-88.228114,43.004527
Carthage College,-87.820924,42.622969
Columbia College of Nursing,-87.918283,43.097318
Concordia University-Wisconsin,-87.91552,43.253387
Edgewood College,-89.422884,43.057059
Fox Valley Technical College,-88.45893000000001,44.283174
Gateway Technical College,-87.846695,42.605677
Gill-Tech Academy of Hair Design,-88.4843,44.261209
The Professional Hair Design Academy,-91.461714,44.783374
ITT Technical Institute-Greenfield,-87.993082,42.960091999999996
Lakeland University,-87.883414,43.841573
Lakeshore Technical College,-87.75454,43.924774
Lawrence University,-88.39782199999999,44.261323
Maranatha Baptist University,-88.737016,43.195013
Marian University,-88.420638,43.777411
Marquette University,-87.927961,43.03903
Medical College of Wisconsin,-88.022674,43.044527
Mid-State Technical College,-89.783785,44.391090999999996
Milwaukee Area Technical College,-87.92081800000001,43.04359
Milwaukee Institute of Art & Design,-87.907925,43.030916999999995
Milwaukee School of Engineering,-87.907691,43.045364
Moraine Park Technical College,-88.41765600000001,43.785224
Mount Mary University,-88.030732,43.072507
Nashotah House,-88.423743,43.082193
Nicolet Area Technical College,-89.425055,45.609542
Northcentral Technical College,-89.64636899999999,44.986458
Northeast Wisconsin Technical College,-88.105675,44.526467
Northland College,-90.87476,46.579087
Ripon College,-88.842333,43.844134999999994
Sacred Heart Seminary and School of Theology,-88.04438,42.910829
Saint Norbert College,-88.067812,44.444829999999996
Silver Lake College of the Holy Family,-87.742961,44.071038
State College of Beauty Culture Inc,-89.618062,44.936911
Southwest Wisconsin Technical College,-90.637714,42.976238
Bryant & Stratton College-Milwaukee,-87.915286,43.039176
University of Wisconsin Colleges,-89.39859,43.068214000000005
Viterbo University,-91.244297,43.803133
Chippewa Valley Technical College,-91.505675,44.794866999999996
Waukesha County Technical College,-88.256292,43.071444
Western Technical College,-91.24619100000001,43.815309
University of Wisconsin-Whitewater,-88.742368,42.835563
Wisconsin Indianhead Technical College,-91.916484,45.747831
Wisconsin School of Professional Psychology,-88.026735,43.105340000000005
Paul Mitchell the School-Green Bay,-88.12015600000001,44.464442
University of Wisconsin-Eau Claire,-91.501906,44.798284
University of Wisconsin-Green Bay,-87.919973,44.532298
University of Wisconsin-La Crosse,-91.23186,43.81568
Wisconsin Lutheran College,-88.02271800000001,43.036943
University of Wisconsin-Oshkosh,-88.549369,44.026206
University of Wisconsin-Parkside,-87.855231,42.647718
Herzing University-Madison,-89.291561,43.14415
University of Wisconsin-Stout,-91.926653,44.873187
University of Wisconsin-Superior,-92.09100699999999,46.717628999999995
University of Wisconsin-System Administration,-89.40680400000001,43.075674
University of Wisconsin-Madison,-89.404098,43.075409
University of Wisconsin-Milwaukee,-87.880488,43.076848
University of Wisconsin-Platteville,-90.48621999999999,42.733451
University of Wisconsin-River Falls,-92.622641,44.8534
University of Wisconsin-Stevens Point,-89.570934,44.529582
Casper College,-106.32671200000001,42.832788
Central Wyoming College,-108.42673799999999,43.030556
Eastern Wyoming College,-104.190823,42.079353999999995
Laramie County Community College,-104.778789,41.104288000000004
Northwest College,-108.761853,44.760656
Sheridan College,-106.94110500000001,44.763926
Western Wyoming Community College,-109.237126,41.590964
Cheeks International Academy of Beauty Culture-Cheyenne,-104.816751,41.134122999999995
Wyotech-Laramie,-105.62116100000001,41.303540000000005
University of Wyoming,-105.57931,41.311772999999995
American Samoa Community College,-170.742774,-14.322636
Guam Community College,144.808944,13.440648999999999
University of Guam,144.803978,13.433047
Northern Marianas College,145.721733,15.152247000000001
Institute of Beauty Careers,-66.719492,18.468413
Educational Technical College-Recinto de Bayamon,-66.157188,18.39588
American University of Puerto Rico,-66.186631,18.407058
American University of Puerto Rico,-66.478655,18.434072
American Educational College,-66.15099000000001,18.397931
Antilles School of Technical Careers,-66.059206,18.438416
Universidad Adventista de las Antillas,-67.11263199999999,18.205329000000003
Atlantic University College,-66.111714,18.357395
Universidad Central de Bayamon,-66.180773,18.398864
Columbia Central University-Caguas,-66.022543,18.22329
Carlos Albizu University-San Juan,-66.113908,18.466573
Caribbean University-Bayamon,-66.168315,18.383136
Caribbean University-Carolina,-65.960036,18.380193
Pontifical Catholic University of Puerto Rico-Arecibo,-66.679114,18.446006
Pontifical Catholic University of Puerto Rico-Ponce,-66.617138,18.00165
CEM College-San Juan,-66.035797,18.393955
Universidad Teologica del Caribe,-66.01061700000001,18.373928
Colegio Universitario de San Juan,-66.066529,18.428528
Universidad Metropolitana,-66.061647,18.387183
Puerto Rico Conservatory of Music,-66.078811,18.454016
Center for Advanced Studies On Puerto Rico and the Caribbean,-66.11841,18.466567
EDP University of Puerto Rico Inc-San Sebastian,-66.990909,18.334857999999997
Emma's Beauty Academy-Mayaguez,-67.141725,18.200082000000002
Escuela de Artes Plasticas y Diseno de Puerto Rico,-66.121348,18.467779999999998
Instituto Tecnologico de Puerto Rico-Recinto de Manati,-66.472476,18.432962
Sistema Universitario Ana G Mendez,-66.061653,18.387204
Huertas College,-66.025572,18.236147
Humacao Community College,-65.82685699999999,18.148274
ICPR Junior College-Arecibo,-66.75932399999999,18.478059
ICPR Junior College-Mayaguez,-67.144762,18.202277
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,-66.490994,18.429557
Richport Technical College,-65.983829,18.249934
Instituto de Banca y Comercio Inc,-66.107393,18.385053
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,-66.118728,17.977897
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,-66.62980400000001,17.999381
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,-66.016003,18.411097
Inter American University of Puerto Rico-San German,-67.05082,18.08353
Inter American University of Puerto Rico-Aguadilla,-67.12167099999999,18.467886
Inter American University of Puerto Rico-Arecibo,-66.75901,18.475089999999998
Inter American University of Puerto Rico-Barranquitas,-66.30315300000001,18.182776999999998
Inter American University of Puerto Rico-Metro,-66.077711,18.368988
Inter American University of Puerto Rico-Ponce,-66.578498,18.007388
Inter American University of Puerto Rico-Central Office,-66.069587,18.404413
Inter American University of Puerto Rico-Fajardo,-65.648052,18.329222
Inter American University of Puerto Rico-Guayama,-66.108164,17.96635
Inter American University of Puerto Rico-Bayamon,-66.182473,18.351631
Inter American University of Puerto Rico-School of Law,-66.07265600000001,18.428145
International Technical College,-66.057312,18.416999
Liceo de Arte y Tecnologia,-66.056421,18.421013000000002
Modern Hairstyling Institute-Bayamon,-66.155872,18.400060999999997
Modern Hairstyling Institute-Arecibo,-66.754059,18.475820000000002
National University College,-66.157027,18.396872000000002
National University College-Arecibo,-66.719512,18.474217000000003
Ponce Paramedical College Inc,-66.58971899999999,18.008256
Ponce Health Sciences University,-66.620343,17.993242000000002
University of Puerto Rico-Aguadilla,-67.13793000000001,18.498652
University of Puerto Rico-Arecibo,-66.74114,18.469199
University of Puerto Rico-Bayamon,-66.143541,18.371398000000003
University of Puerto Rico-Carolina,-65.989694,18.391471
University of Puerto Rico-Cayey,-66.16206600000001,18.11882
University of Puerto Rico-Central Administration,-66.056329,18.38959
University of Puerto Rico-Humacao,-65.83860200000001,18.146589000000002
University of Puerto Rico-Utuado,-66.72166700000001,18.254576999999998
University of Puerto Rico-Mayaguez,-67.139172,18.211142000000002
University of Puerto Rico-Medical Sciences,-66.074894,18.396548000000003
University of Puerto Rico-Ponce,-66.606215,17.993314
University of Puerto Rico-Rio Piedras,-66.050009,18.402826
Universidad del Este,-65.983869,18.414804999999998
Universidad del Sagrado Corazon,-66.059617,18.441166
Seminario Evangelico de Puerto Rico,-66.052816,18.407003
Universidad Central Del Caribe,-66.153758,18.366170999999998
Universidad Politecnica de Puerto Rico,-66.056084,18.422195000000002
Pontifical Catholic University of Puerto Rico-Mayaguez,-67.14569499999999,18.182375
Universidad del Turabo,-66.006259,18.239647
College of Micronesia-FSM,158.158189,6.909758999999999
Palau Community College,134.47374399999998,7.343177000000001
University of the Virgin Islands,-64.972866,18.344193
Stanford University,-122.167359,37.429434
Purdue University-Main Campus,-86.914435,40.428206
Blue Hills Regional Technical School,-71.10408100000001,42.18221
Parker University,-96.89357199999999,32.880340999999994
EDP University of Puerto Rico Inc-San Juan,-66.055403,18.415375
ICPR Junior College-General Institutional,-66.05712,18.415291
ITT Technical Institute-Sylmar,-118.474121,34.299474
ITT Technical Institute-Westminster,-105.04898600000001,39.852465
City College-Fort Lauderdale,-80.1705,26.187467
Meridian College,-82.425309,27.380724
Georgia State University-Perimeter College,-84.385712,33.753426
Georgia Piedmont Technical College,-84.234504,33.789898
Cortiva Institute-Chicago,-87.62740699999999,41.882813
ETI School of Skilled Trades,-87.936249,41.748334
Trend Setters' Academy of Beauty Culture-Elizabethtown,-85.882526,37.703008000000004
Traxlers School of Hair,-90.261863,32.268023
Vatterott College-Berkeley,-90.311898,38.721992
Metro Business College-Rolla,-91.754581,37.937304
Metro Business College-Jefferson City,-92.25001400000001,38.588967
Warren County Community College,-75.018309,40.744811999999996
St. John's College,-105.91247800000001,35.666973999999996
Yeshiva and Kollel Harbotzas Torah,-73.961034,40.623940000000005
Bais Medrash Elyon,-74.06979799999999,41.114079
Antioch University-Los Angeles,-118.38445800000001,33.988533000000004
Antioch University-Santa Barbara,-119.6958,34.419203
Antioch University-New England,-72.293798,42.932344
Antioch University-Seattle,-122.346318,47.615916
Antioch University-Midwest,-83.908684,39.80321
Mid-America Christian University,-97.57829699999999,35.347784999999995
Platt College-Tulsa,-95.903824,36.109468
Ponca City Beauty College,-97.084032,36.704615000000004
Francis Tuttle Technology Center,-97.640672,35.60052
Central Technology Center,-96.58532199999999,35.994261
Carrington College-Portland,-122.65358300000001,45.532356
Career Technology Center of Lackawanna County,-75.652477,41.452849
Brightwood College-Nashville,-86.70151899999999,36.142965999999994
Brightwood College-El Paso,-106.327868,31.737748
Houston Graduate School of Theology,-95.448846,29.673594
Palo Alto College,-98.546713,29.322925
Sebring Career Schools-Huntsville,-95.549878,30.702548999999998
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,-98.551137,29.493246000000003
Central Texas Beauty College-Round Rock,-97.685077,30.520722999999997
Unification Theological Seminary,-73.924306,42.003336
Athens Technical College,-83.339598,33.990183
GateWay Community College-Central City,-112.05491200000002,33.435686
Carrington College-San Leandro,-122.12567,37.699627
Headmasters School of Hair Design,-117.025943,46.421026
The Salon Professional Academy,-116.56341299999998,43.567768
Beckfield College-Florence,-84.641475,39.017165999999996
University of Louisiana-System Administration,-91.18867900000001,30.459815000000003
Dorsey Business Schools-Wayne,-83.382299,42.28171
Ecumenical Theological Seminary,-83.055266,42.344128999999995
Ross Medical Education Center-Saginaw,-83.967884,43.469473
Sussex County Community College,-74.75807900000001,41.067633
Landmark College,-72.51254899999999,42.977171999999996
National American University-Independence,-94.360702,39.052713
Mississippi Community College Board,-90.144689,32.338859
Yeshiva Gedolah of Greater Detroit,-83.200754,42.471924
Austin Graduate School of Theology,-97.711706,30.343788
Collin County Community College District,-96.63894,33.162409999999994
Owensboro Community and Technical College,-87.082861,37.717355
Jenny Lea Academy of Cosmetology,-82.838909,37.123363
Empire Beauty School-Hurstborne,-85.605317,38.166498
Cloyd's Beauty School 3 Inc,-92.080603,32.533231
Moore Norman Technology Center,-97.457319,35.274434
Fayette County Career & Technical Institute Practical Nursing Program,-79.741718,39.860976
Franklin County Career and Technology Center,-77.680541,39.897693
Paul Mitchell the School-Knoxville,-84.057621,35.922709999999995
Ogle School Hair Skin Nails-Hurst,-97.201543,32.821696
FIDM-Fashion Institute of Design & Merchandising-San Diego,-117.15589399999999,32.708877
National American University-Albuquerque,-106.591497,35.102915
Tennessee College of Applied Technology Nashville,-86.856335,36.132649
ECPI University,-76.178775,36.842533
Branford Hall Career Institute-Jersey City,-74.064695,40.731229
Paul Mitchell the School-Houston,-95.55972299999999,29.785868
TDDS Technical Institute,-80.957782,41.115282
Fortis Institute-Forty Fort,-75.882975,41.281911
Laurel Business Institute,-79.724907,39.90248
Antonelli Medical and Professional Institute,-75.617411,40.2347
Aviation Institute of Maintenance-Philadelphia,-75.007237,40.070184000000005
Carrington College-Phoenix East,-112.10441999999999,33.566262
Dorsey Business Schools-Roseville,-82.915541,42.527764000000005
Moler-Pickens Beauty Academy,-84.499701,39.317488
Red River Technology Center,-97.99029,34.491393
Brightwood Career Institute-Harrisburg,-76.791557,40.262537
ITT Technical Institute-Newburgh,-87.449736,37.979858
Southern Union State Community College,-85.57238199999999,33.128785
South University-Columbia,-80.961839,34.098042
Everest University-Brandon,-82.35034,27.980446999999998
Clinton Technical School,-93.768459,38.363669
Consolidated School of Business-Lancaster,-76.36050300000001,40.042578999999996
Greene County Career and Technology Center,-80.151066,39.893537
Lac Courte Oreilles Ojibwa Community College,-91.365002,45.942252
University of Wisconsin Extension,-89.397818,43.074209
Diesel Driving Academy-Shreveport,-93.794921,32.47617
Pima Medical Institute-Mesa,-111.87416999999999,33.396878
Platt College-Los Angeles,-118.15001299999999,34.081723
Platt College-Aurora,-104.854614,39.661195
Kaplan University-Davenport Campus,-90.550682,41.555023999999996
Kaplan University-Cedar Falls Campus,-92.448419,42.474593
Paul Mitchell the School-Boise,-116.28605800000001,43.594479
Christian Life College,-87.930934,42.074096000000004
Educators of Beauty College of Cosmetology-Rockford,-88.99805400000001,42.299278
Northwestern College-Southwestern Campus,-87.79740600000001,41.751723999999996
Douglas J Aveda Institute,-84.480467,42.734606
ITT Technical Institute-Troy,-83.117242,42.562582
Ross Medical Education Center-Brighton,-83.796918,42.548468
Ross Medical Education Center-Ann Arbor,-83.666667,42.25294
Taylortown School of Beauty Inc,-83.259322,42.254745
Pike-Lincoln Technical Center,-91.019918,39.245484000000005
Pennsylvania Institute of Health and Technology,-79.652374,39.950525
Bethel Seminary-San Diego,-117.06605,32.765387
St Charles Community College,-90.64110500000001,38.759703
Brandman University,-117.76901200000002,33.656401
New College of Florida,-82.55858,27.384925
Montana Bible College,-111.06414299999999,45.655524
Le Cordon Bleu College of Culinary Arts-Scottsdale,-111.90647,33.502546
Conservatory of Recording Arts and Sciences,-111.889544,33.407853
Adrian's College of Beauty Turlock,-120.86378400000001,37.491448
California Career School,-117.906219,33.819547
Rolf Institute of Structural Integration,-105.203076,40.066263
Sunstate Academy,-81.870312,26.596006
Elizabeth Grady School of Esthetics and Massage Therapy,-71.126566,42.415599
Ross Medical Education Center-Port Huron,-82.452984,43.024632000000004
Capri Institute of Hair Design-Clifton,-74.152668,40.887432000000004
Raphael's School of Beauty Culture Inc-Alliance,-81.152086,40.902642
Metro Technology Centers,-97.47818199999999,35.512549
Daymar College-Bowling Green,-86.47371700000001,36.968327
Altierus Career College Everett,-122.22034599999999,47.909363
Luna Community College,-105.25086499999999,35.616303
Grabber School of Hair Design,-90.390799,38.557164
Yeshivah Gedolah Rabbinical College,-80.141334,25.782445000000003
University of the District of Columbia-David A Clarke School of Law,-77.065221,38.94621
Raphael's School of Beauty Culture Inc-Brunswick,-81.80614200000001,41.240245
Caribbean University-Ponce,-66.59425,18.006632999999997
Caribbean University-Vega Baja,-66.40315,18.444882
University of Advancing Technology,-111.976087,33.377712
Paradise Valley Community College,-112.00986499999999,33.652134999999994
Chandler-Gilbert Community College,-111.79592199999999,33.293896999999994
HSHS St. John's Hospital School of Clinical Laboratory Science,-89.64524,39.805640999999994
Madison Media Institute,-89.294256,43.058938
Great Plains Technology Center,-98.450321,34.592907000000004
Roane-Jackson Technical Center,-81.561142,38.822540000000004
Pioneer Technology Center,-97.09351600000001,36.72772
Portage Lakes Career Center,-81.472008,40.943121999999995
Eastern College of Health Vocations-New Orleans,-90.180687,29.944923
Bell Mar Beauty College,-87.76724399999999,41.850656
Caddo Kiowa Technology Center,-98.443443,35.108561
Brightwood College-San Antonio-San Pedro,-98.49710300000001,29.512821999999996
Center for Instruction Technology & Innovation (CiTi),-76.25930799999999,43.457840999999995
Le Cordon Bleu College of Culinary Arts-Austin,-97.7217,30.40077
The Art Institute of New York City,-73.989177,40.755041999999996
International School of Skin Nailcare & Massage Therapy,-84.379687,33.908031
Palomar Institute of Cosmetology,-117.188351,33.13663
Southern Oklahoma Technology Center,-97.082971,34.186239
Vista College,-106.411961,31.786918
Autry Technology Center,-97.89719000000001,36.419121999999994
Greene County Vocational School District,-83.946816,39.771037
Canadian Valley Technology Center,-97.881967,35.509208
Wilkes-Barre Area Career and Technical Center Practical Nursing,-75.810121,41.262153999999995
Mayo Clinic Graduate School of Biomedical Sciences,-92.466494,44.022290000000005
Meridian Technology Center,-97.108414,36.106981
Waynesville Career Center,-92.21393,37.811315
Capitol School of Hairstyling and Esthetics,-96.08224799999999,41.209501
Morris County Vocational School District,-74.479263,40.877531
Ross Medical Education Center-Roosevelt Park,-86.267098,43.191474
Ross Medical Education Center-Kentwood,-85.605379,42.880955
South Florida Bible College and Theological Seminary,-80.134508,26.302940000000003
Cloyd's Barber School 2 Inc,-92.090159,32.485377
Universal Technical Institute of Illinois Inc,-88.104,41.80697
Pennsylvania College of Technology,-77.02366500000001,41.234145
Commonwealth Institute of Funeral Service,-95.43016,29.98955
Delta College of Arts & Technology,-91.11384100000001,30.463619
InterCoast Colleges-Anaheim,-117.90855400000001,33.809968
Stone Child College,-109.870182,48.289808
New York Academy of Art,-74.006019,40.718388
Suffolk County Community College,-73.05616500000001,40.848963
Las Positas College,-121.80058000000001,37.710873
Blades School of Hair Design,-76.48376,38.286299
Ogeechee Technical College,-81.818517,32.395767
Remington College-Mobile Campus,-88.145035,30.671139
Southern Technical College,-81.87764399999999,26.596096999999997
Mercy-St Luke's School of Radiologic Technology,-91.660609,41.985552
ITT Technical Institute-Norwood,-71.188334,42.200053999999994
Southwest Acupuncture College-Santa Fe,-105.949973,35.661846999999995
Northwest Technology Center-Alva,-98.67571099999999,36.786733
Mercer County Career Center,-80.248614,41.250851000000004
ITT Technical Institute-Knoxville,-84.08921600000001,35.921178000000005
ITT Technical Institute-Austin,-97.698972,30.322895000000003
ITT Technical Institute-Houston North,-95.42643100000001,29.994458
California State University-San Marcos,-117.15901299999999,33.130569
Argosy University-Hawaii,-157.860432,21.308906
Baptist Theological Seminary at Richmond,-77.46848299999999,37.632354
Brightwood College-Modesto,-121.087326,37.713665
Kaplan University-Des Moines Campus,-93.778426,41.645171000000005
Hairmasters Institute of Cosmetology,-88.979453,40.474796000000005
Tricoci University of Beauty Cuture LLC-Bloomington,-86.536403,39.181606
Pinnacle Career Institute-Lawrence,-95.254977,38.941643
Interactive College of Technology-Newport,-84.479078,39.084818
McCann School of Business & Technology,-92.10098,32.524328000000004
Ross Medical Education Center-Taylor,-83.25030699999999,42.194933
McNally Smith College of Music,-93.09755600000001,44.949678000000006
National Tractor Trailer School Inc-Liverpool,-76.193341,43.140652
Interactive College of Technology,-95.539975,29.734143
Butler Beauty Academy-New Castle Beauty Academy,-80.341891,40.999207
NorthWest Arkansas Community College,-94.17289,36.357704
Colorado Heights University,-105.027693,39.661527
Brewster Technical College,-82.461722,27.963729999999998
Hodges University,-81.738388,26.275909999999996
Argosy University-Atlanta,-84.355456,33.920309
University of St. Augustine for Health Sciences,-117.16596399999999,33.151849
Capital Area School of Practical Nursing,-89.626262,39.718311
Hair Professionals Career College,-87.816614,41.702881
Alexandria School of Scientific Therapeutics,-85.67401600000001,40.255608
Empire Beauty School-Bloomfield,-74.199706,40.79497
Southwest Technology Center,-99.341161,34.668194
Western Area Career & Technology Center,-80.246117,40.254721999999994
Daymar College-Clarksville,-87.31285600000001,36.582865000000005
Nossi College of Art,-86.73852099999999,36.24334
Seguin Beauty School-New Braunfels,-98.12595,29.701875
ITT Technical Institute-Norfolk,-76.218508,36.880063
Pima Medical Institute-Seattle,-122.326844,47.699144
Mineral County Vocational Technical Center,-78.987462,39.427976
Hypnosis Motivation Institute,-118.538932,34.170344
Los Angeles ORT College-Los Angeles Campus,-118.36956399999998,34.064181
Thanh Le College School of Cosmetology,-117.90830600000001,33.789713
Southeastern Technical College,-82.365827,32.20393
Massachusetts School of Law,-71.19954,42.682106
ITT Technical Institute-Albuquerque,-106.59022,35.163905
Community Services Division-Alliance City,-81.111225,40.911271
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,-81.409713,28.424284999999998
Erwin Technical College,-82.43593299999999,27.997242
Rosel School of Cosmetology,-87.69159599999999,41.997901
Worsham College of Mortuary Science,-87.927374,42.147858
Bryan University,-93.24810699999999,37.135397
Oregon College of Oriental Medicine,-122.671099,45.524121
Central Pennsylvania Institute of Science and Technology,-77.74042299999999,40.882222999999996
Northwest Educational Center,-95.473166,29.814255
Sebring Career Schools-Houston,-95.64494499999999,29.706713
PCI Health Training Center,-96.876324,32.820076
Miami-Jacobs Career College-Columbus,-82.997003,39.964296999999995
Bryant & Stratton College-Eastlake,-81.436821,41.637993
Hamrick School,-81.72874200000001,41.135812
Alabama State College of Barber Styling,-86.810488,33.643546
Fortis College,-88.20558100000001,30.68413
Downey Adult School,-118.115727,33.91965
CRU Institute of Cosmetology and Barbering,-118.030758,33.790145
Modern Technology School,-117.91883700000001,33.723141999999996
National Career Education,-121.273917,38.679835
Thuy Princess Beauty College,-117.74846799999999,34.057663
North-West College-Glendale,-118.25540900000001,34.148913
Fremont College,-118.09701899999999,33.868382000000004
Pomona Unified School District Adult and Career Education,-117.77260600000001,34.054864
Universal College of Beauty Inc-Los Angeles 2,-118.33223600000001,34.004498
IBMC College,-105.07898899999999,40.534067
Xenon International Academy-Denver,-104.848602,39.676308
Academy of Cosmetology,-80.70371999999999,28.394053000000003
ITT Technical Institute-Lake Mary,-81.366513,28.750040999999996
